Country.Name,Country.Code,Indicator.Name,Indicator.Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Israel,ISR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,72.66,72.9376,76.7265,77.7398,60.8518,83.4234,23.24,24.0952,25.3842,25.8231,25.7296,26.7232,27.8378,28.825,29.8261,31.6111,34.0396,36.7698,38.9501,40.3045,41.8133,42.584,45.3839,49.3779,52.9579,56.3854,59.7431,61.6448,62.7849,64.4108,69.0345,69.1538,72.4296,74.2241,74.1281,71.7987,75.0562,77.6829,78.8554,77.3066,83.0524,83.0698,89.8728,81.2877,78.7218,82.3648,82.7579,82.7822,79.3763,81.7791,78.1304,78.4457,80.7368,79.5782,
Italy,ITA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,394.3084,411.6893,429.2228,453.676,454.696,437.2623,466.6837,455.9826,465.9999,482.783,484.6457,471.8342,462.293,454.9306,464.0179,464.4677,467.3366,493.057,493.6803,510.7617,511.7066,509.5344,505.2757,497.9432,493.3399,519.318,515.3478,519.5427,529.2621,536.4784,543.5429,539.9681,549.3744,569.063,578.9751,580.4585,568.452,561.6356,546.1162,494.4957,505.3536,493.7818,475.1409,441.9366,421.6284,429.8043,424.7336,422.5309,417.4479,408.4362,369.4589,406.7022,403.1215,374.1242,
Jamaica,JAM,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,9.2269,9.2226,9.1868,9.7363,10.0509,8.6545,7.8199,8.4433,8.6068,8.326,8.1022,8.0063,7.0538,7.2175,6.868,6.2176,6.0762,6.2516,6.4628,7.8968,9.1977,9.1849,9.9858,10.1518,10.2005,10.5471,10.8845,11.0724,11.5876,11.8851,11.9368,12.0038,11.9583,12.3287,12.2961,12.2792,13.6735,13.5693,11.1636,9.3124,8.9267,8.8613,8.2795,8.7467,8.4947,8.3649,8.8908,8.5962,10.0005,9.7484,7.1645,7.7323,7.6561,8.1629,
Jordan,JOR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,3.5812,3.691,3.2943,3.6609,3.8911,4.2148,4.8031,4.9797,5.8672,6.2674,7.6477,8.7417,9.2585,10.5217,11.4262,11.7783,12.3772,13.7652,13.4561,11.4559,12.1359,12.4542,14.5877,15.1689,15.7077,16.6763,17.0253,17.5728,17.886,18.0382,19.7251,19.9504,20.8781,21.5417,23.1335,24.7871,25.161,26.2603,25.9271,26.4482,26.1538,26.955,30.7494,30.4756,32.6282,32.6653,32.8434,34.3864,33.4243,32.1618,30.3144,31.4919,31.8234,33.4077,
Japan,JPN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1016.2835,1006.1547,1049.2525,1162.749,1157.9338,1099.8651,1135.9443,1163.9293,1158.2413,1183.9643,1154.3769,1127.6746,1084.9153,1088.6171,1161.6361,1133.8775,1129.4603,1131.8694,1206.1798,1236.8355,1317.218,1331.6689,1341.4583,1338.6486,1399.7862,1418.3492,1431.9091,1413.1043,1357.1364,1387.4118,1391.1213,1369.3248,1397.2266,1401.5504,1392.188,1401.4086,1371.6852,1406.379,1330.0326,1261.9084,1324.2255,1374.0402,1411.266,1427.9737,1375.8341,1333.5837,1331.3498,1316.8113,1276.5143,1236.4921,1168.7534,1181.7696,1107.5758,1041.0128,
Kazakhstan,KAZ,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,267.6743,268.4589,281.8578,297.3388,306.1634,317.3867,325.5509,328.5881,342.4777,346.9619,354.7798,338.6391,328.6384,323.5763,320.3032,309.023,310.5467,326.2467,333.8778,332.8346,347.0157,353.1794,357.5464,312.1664,278.634,242.1753,213.1943,186.0303,185.5727,170.6439,177.106,176.7902,192.7436,212.6298,227.1662,242.1596,268.538,280.2159,324.8773,296.9147,317.9022,338.6998,336.6096,355.5392,302.4428,270.5681,282.9632,299.6237,303.2806,291.283,300.4421,323.2131,320.9171,320.35,
Kenya,KEN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,22.7402,23.1693,23.8467,24.228,24.5568,24.8107,25.2069,25.9931,27.6182,29.4254,28.0346,27.8381,29.5094,31.6454,33.2103,33.1668,34.3592,34.6804,36.487,37.8914,38.3502,37.4862,37.903,38.2844,38.8651,39.4989,38.6735,38.6112,39.5807,42.343,41.2824,42.2365,44.6085,45.9157,50.2641,52.7185,51.4869,71.266,76.0028,74.9339,78.5113,79.3466,77.7172,78.0352,80.4091,82.6469,88.9607,86.0633,88.3122,97.0058,108.4215,101.8106,104.2865,107.9769,
Kyrgyz Republic,KGZ,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,22.9942,23.3414,24.49,25.4858,26.4813,27.7412,28.4536,29.0262,30.1644,30.805,32.0122,31.0448,30.0013,29.001,28.2135,27.6936,27.6617,29.5176,30.1574,30.2279,33.3717,30.6326,22.6456,18.2625,13.7515,10.552,11.3577,11.7333,12.1029,10.9456,10.9093,10.0881,11.1764,11.8614,11.8048,11.9004,11.7616,13.1129,14.5013,14.3845,14.1069,16.1422,18.3263,18.2231,19.1122,19.5741,19.3248,19.6797,21.8019,20.8675,20.0055,21.3905,21.4238,21.6982,
Cambodia,KHM,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,25.5816,21.2393,17.2814,12.6354,10.3632,11.6674,11.1922,10.7293,10.4496,8.5284,13.2275,12.6579,15.8685,15.9608,12.2172,15.5132,16.291,15.6702,18.49,19.3349,19.7101,19.0533,19.4198,20.1612,18.2367,22.5552,22.4326,22.8287,22.8808,23.3196,22.719,23.4297,23.617,25.5801,25.1805,27.3594,28.8867,29.9767,30.7234,32.1412,32.6664,33.9665,33.6361,33.4798,35.2671,36.9096,39.4898,41.4017,42.2579,45.7722,46.5094,48.1609,47.5991,48.7748,
Kiribati,KIR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0277,0.0283,0.03,0.0345,0.0404,0.0357,0.0357,0.0375,0.0376,0.0399,0.0424,0.0423,0.0421,0.0421,0.0265,0.0282,0.027,0.0317,0.0321,0.0318,0.0334,0.0338,0.0356,0.0361,0.0368,0.0351,0.0357,0.0366,0.0376,0.0378,0.0524,0.0495,0.0648,0.0661,0.0682,0.0842,0.0892,0.0853,0.093,0.0826,0.0862,0.0825,0.0819,0.0867,0.0878,0.0902,0.0965,0.1082,0.1105,0.1142,0.1161,0.1208,0.1264,0.1302,
St. Kitts and Nevis,KNA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0585,0.0599,0.063,0.0626,0.0609,0.0642,0.0642,0.0664,0.0665,0.0663,0.0655,0.0644,0.0632,0.0614,0.0634,0.0626,0.0602,0.0608,0.0629,0.0623,0.0599,0.0668,0.0682,0.0732,0.0798,0.0735,0.0798,0.0833,0.084,0.0843,0.0941,0.0955,0.103,0.1056,0.1123,0.1067,0.1125,0.1211,0.1266,0.1368,0.1451,0.1238,0.1178,0.1291,0.1346,0.1404,0.15,0.1425,0.1483,0.1653,0.1416,0.1583,0.1655,0.1745,
"Korea, Rep.",KOR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,99.6778,100.2164,102.3336,118.8554,125.253,133.8971,143.494,158.9712,166.8277,184.4714,187.0031,193.5289,192.7576,208.4397,231.426,241.8977,250.8585,256.3435,282.3874,293.4784,325.0749,354.7462,375.4239,400.1656,429.4408,463.618,493.7582,522.914,449.2648,488.4768,538.5369,543.0491,549.686,551.5865,573.4686,573.3872,580.6546,594.7697,602.7021,611.8027,663.9992,693.4844,698.6296,695.6805,691.3189,709.3604,726.3915,736.5736,741.1557,722.1929,689.1066,710.523,668.3249,653.8461,
Kuwait,KWT,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,79.4362,82.0186,85.8388,78.1259,65.2348,55.0547,56.4807,53.9928,60.6737,70.7288,57.8247,49.0553,47.259,53.2292,55.5398,59.0331,65.5595,70.7635,81.2457,94.8629,50.5434,45.8536,45.9437,64.3038,72.9426,70.7881,71.2694,75.9414,77.1965,79.347,88.0564,89.9085,93.1226,103.4538,108.3064,120.001,123.4517,119.5289,124.2166,122.741,125.9709,133.0764,137.1574,139.6334,138.0128,142.5599,147.5015,145.2292,148.7682,150.2476,149.0334,157.8006,165.3814,167.9158,
Latin America & Caribbean (excluding high income),LAC,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1056.2723,1072.634,1124.1813,1185.4363,1242.9413,1286.0647,1358.7843,1405.9278,1451.1954,1498.7539,1553.4559,1564.1856,1592.9856,1583.1879,1618.7785,1641.8706,1682.5487,1727.9123,1761.2034,1797.6518,1781.5153,1825.0066,1860.5709,1910.6408,1985.9269,2017.2528,2062.9129,2140.2727,2189.9795,2185.7177,2234.4457,2243.8682,2277.2197,2359.7704,2447.4075,2490.707,2543.9571,2600.8243,2640.9699,2597.6088,2719.2879,2788.3184,2851.9553,2909.0413,2940.0488,2953.3056,2952.7126,2963.3485,2933.1348,2960.5513,2852.8304,3015.9145,3056.2383,3098.6585,
Lao PDR,LAO,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,6.9042,6.7844,6.6858,6.6367,6.7646,6.5821,5.6439,5.9638,6.1588,6.8857,7.4809,7.3256,7.4872,7.2154,7.2225,7.2387,7.2815,6.9891,6.985,7.3923,8.0241,7.8357,8.1337,8.2053,8.6621,8.638,8.8491,9.1342,8.7915,8.809,9.7719,10.177,10.4593,10.79,11.2852,11.1047,11.6919,12.2052,12.8914,13.8847,14.7652,14.7713,15.8787,16.4746,17.399,22.3978,30.0622,33.4167,33.9769,33.6954,34.4792,38.7938,40.075,42.0562,
Lebanon,LBN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,6.7696,6.9366,7.4948,8.9352,8.98,8.0686,7.6898,6.8811,8.136,8.9868,9.1351,9.2578,7.2609,7.6347,7.7925,8.8122,9.2278,9.4126,7.6339,7.7187,7.7617,9.3788,10.0556,13.6215,14.7869,16.9435,17.6188,19.174,19.1574,19.7106,18.1622,19.583,19.696,19.9478,20.3592,20.3681,20.0205,18.8787,22.3441,25.7742,24.8963,25.4651,28.233,28.0774,30.1893,32.4249,33.6617,35.3587,33.7292,33.4963,28.4878,23.7195,23.9672,24.6723,
Liberia,LBR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1.5684,1.5854,1.6086,1.6622,1.7247,1.7621,1.8131,1.975,2.0102,2.2609,2.2245,2.0453,1.9968,2.0889,1.9804,1.9967,1.8584,1.9111,2.1878,1.9384,1.7108,1.5206,1.4032,1.3214,1.2885,1.3138,1.4027,1.5048,1.6631,1.8436,2.0862,2.1317,2.1866,2.2693,2.3764,2.6025,2.8725,2.7572,2.7478,2.8934,3.181,3.3245,3.4632,3.423,3.7654,3.8679,4.0076,3.8179,4.0153,4.2159,4.3558,4.4152,4.5643,4.5324,
Libya,LBY,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,137.1469,125.2008,101.3543,98.242,69.4514,71.692,92.9121,98.5187,97.5146,104.8079,96.6736,70.3525,73.7221,70.6149,70.6775,67.8662,70.4522,67.842,75.8698,74.778,87.0552,84.6766,79.3074,75.4479,91.4633,101.4563,105.8966,93.3261,89.3309,87.5134,91.7327,88.1982,88.4378,98.2296,96.8517,104.392,102.7104,96.165,100.4613,100.177,106.0172,62.5602,99.5281,90.6133,80.3768,71.917,68.3243,82.1772,88.6169,91.8713,64.3831,90.1063,88.9992,95.9298,
St. Lucia,LCA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0769,0.0789,0.085,0.0855,0.0816,0.0891,0.0869,0.0926,0.0946,0.0961,0.0975,0.0893,0.0983,0.0953,0.1011,0.1118,0.115,0.123,0.1433,0.1462,0.1471,0.1479,0.149,0.1475,0.1627,0.1679,0.1707,0.1783,0.1884,0.201,0.2134,0.2185,0.211,0.2259,0.2214,0.2252,0.2368,0.2474,0.2573,0.2685,0.2883,0.2504,0.2592,0.2819,0.2985,0.3054,0.322,0.3294,0.3221,0.4529,0.3966,0.4267,0.432,0.4513,
Latin America & Caribbean,LCN,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1296.1837,1316.3807,1378.4347,1455.211,1507.3833,1539.8584,1619.1551,1673.7178,1726.3995,1783.5127,1844.8504,1851.1955,1871.1419,1855.8331,1894.1222,1911.647,1959.1928,2011.2184,2053.0834,2102.0347,2083.6167,2134.0056,2175.6879,2234.0516,2330.3996,2370.6677,2442.4939,2532.202,2592.9405,2590.6964,2644.101,2661.3606,2693.934,2785.0947,2892.6929,2954.4627,3009.1544,3074.2301,3130.7697,3079.1916,3209.0694,3285.3093,3376.8232,3432.633,3454.8138,3455.6383,3440.2852,3435.9122,3392.3276,3404.6131,3230.6888,3397.8855,3448.6799,3498.6491,
Least developed countries: UN classification,LDC,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,575.879,566.8837,564.8464,568.5081,568.0437,581.1759,581.3932,593.353,607.872,614.7086,624.9442,631.7899,655.2326,655.4056,650.7073,665.1965,673.6221,673.6103,692.0593,704.048,714.7578,712.5561,726.9569,736.5877,769.2463,802.5202,830.2311,844.6584,871.0222,902.5546,913.5047,936.1203,961.256,999.0982,1025.8584,1067.7133,1095.2887,1129.4267,1172.7492,1209.4679,1261.7119,1285.0699,1325.7882,1371.7848,1415.6111,1446.8562,1500.815,1556.6538,1572.1409,1608.6379,1615.6852,1668.8893,1701.9569,1722.1445,
Low income,LIC,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,357.1293,359.5087,362.1709,365.5328,373.792,387.485,403.9681,415.9303,431.8906,451.9199,465.4151,478.2125,504.4796,517.3805,520.9923,528.436,531.7502,534.5909,551.5785,560.7935,573.4099,577.2543,566.9216,563.7871,570.9726,571.6514,579.6456,585.4289,589.4883,607.1144,627.043,635.8921,645.2419,669.7948,687.3837,728.6013,751.0956,763.6056,795.0429,810.2945,830.1719,817.4355,819.6724,816.5904,836.6595,824.9457,851.0874,910.758,929.7687,961.476,963.6666,972.1808,991.1661,1008.6807,
Liechtenstein,LIE,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,19.0813,18.9168,18.8298,19.3455,20.4685,17.5955,18.2724,20.0304,21.1358,20.9584,21.3814,21.7562,21.3339,21.7531,22.4592,21.8151,21.3559,20.472,21.4409,19.9842,21.0923,20.2743,21.3889,21.7286,23.18,22.9657,23.5815,23.626,23.2145,25.0396,26.1221,25.4987,26.3883,28.0694,27.2683,30.0107,28.8197,29.1658,30.4334,29.0348,31.1202,33.4653,35.4218,33.1713,33.901,38.4939,41.0673,38.2383,39.005,40.2613,39.7966,40.5735,37.6734,38.4038,
Lower middle income,LMC,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1939.3627,1955.0568,2015.4385,2090.2724,2162.8327,2160.8804,2225.4604,2263.9065,2289.3059,2398.0117,2418.1649,2423.988,2459.226,2531.9684,2617.9928,2698.211,2790.0445,2850.1573,2961.8172,3073.9671,3107.6453,3190.3647,3254.1477,3315.4616,3421.0701,3569.9332,3734.6135,3806.7041,3851.7215,3973.6854,4066.4362,4139.083,4164.8002,4290.1626,4478.3623,4622.8326,4761.0824,4969.6573,5150.6687,5323.7318,5550.672,5763.3465,5999.0732,6098.0975,6361.161,6487.3777,6670.3358,6927.6802,7165.8812,7243.8381,7024.244,7384.7515,7595.2724,7916.787,
Low & middle income,LMY,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,7732.6337,7836.2687,8099.7406,8477.0081,8687.2551,9020.3477,9398.4788,9747.2693,10110.245,10378.8183,10397.8846,10281.5688,10510.4677,10751.5562,11131.2761,11309.1313,11643.9054,12043.9312,12477.4728,12842.9804,13158.5704,13320.7699,13451.3604,13652.4169,13950.629,14595.2256,14820.1058,15053.6747,15179.5419,15288.2993,15791.638,16110.8768,16581.6184,17742.2511,19026.6753,20233.4749,21405.9268,22429.2604,23035.4321,23698.1315,25122.9535,26536.7525,27338.1393,28074.8937,28548.4563,28407.904,28738.6932,29487.7012,30471.9806,31010.6395,30715.3456,32105.4522,32420.5943,33687.5733,
Lesotho,LSO,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,1.9057,1.8104,1.767,1.7448,1.8033,1.855,1.8321,1.695,1.7161,1.7951,1.9029,1.9155,1.9436,1.9115,1.89,1.9705,1.9989,2.2944,2.2175,2.151,2.1203,2.1621,2.3244,2.2859,2.2321,2.1851,2.1046,2.1847,1.9367,2.519,2.6608,2.6704,2.5354,2.5704,2.5665,2.7322,2.6921,2.8226,2.6866,2.7865,2.7821,2.8127,2.8713,2.7605,2.7528,2.6991,2.7215,2.9124,2.7444,2.6474,2.4288,2.5269,2.6527,2.6019,
Late-demographic dividend,LTE,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,6129.2563,6246.2715,6492.9679,6773.6156,6951.9419,7331.5831,7601.4177,7900.6392,8363.1443,8497.8873,8579.3137,8441.3081,8563.3293,8743.5066,9045.6233,9130.5484,9407.5644,9742.8556,10049.7614,10212.1414,10349.7219,10399.6769,10220.4251,10167.3716,10117.8831,10494.8474,10496.6477,10427.9153,10447.837,10470.4961,10789.2174,11054.4525,11447.2384,12381.419,13409.2602,14384.3654,15315.9416,16023.5017,16380.5648,16769.1237,17937.3594,19128.1121,19571.7399,20173.385,20321.2388,20175.4939,20216.6373,20606.0102,21359.1433,21837.6897,21896.8093,22904.9549,22990.1339,23894.832,
Lithuania,LTU,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,29.6077,30.0569,31.7028,33.6377,35.5907,37.3489,38.5669,39.6317,40.9408,42.0392,43.3033,43.5738,43.6388,43.8945,44.6572,44.6537,45.1541,45.6014,45.3908,45.0059,46.7086,48.2337,31.0543,24.6911,23.1031,21.9448,22.4564,21.9984,22.9551,20.0459,18.4404,19.1204,19.6304,19.7232,20.612,21.6611,21.9658,24.1344,24.8361,21.7718,22.7259,23.5968,23.936,22.4148,22.4954,23.2804,22.7086,23.0753,22.7974,23.003,22.6807,22.4952,20.8036,20.6837,
Luxembourg,LUX,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,20.5064,19.1099,18.7362,20.1949,18.6884,14.9559,15.886,15.1536,16.3616,15.5517,14.5719,12.581,11.817,11.0409,12.0967,12.2267,11.9531,11.3522,11.8181,12.6301,12.9162,13.4259,13.1462,13.4064,12.4726,10.0694,10.1318,9.5173,8.7654,9.1596,9.7939,10.3258,11.008,11.4135,12.8386,13.0593,12.8664,12.2843,12.1632,11.5573,12.2011,12.0458,11.8013,11.2696,10.7753,10.2422,9.9938,10.1468,10.4126,10.5605,8.8364,9.2081,8.1262,7.8609,
Latvia,LVA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,17.2754,17.5168,18.4122,19.4943,20.5902,21.7106,22.3948,22.9236,23.6996,24.2654,24.9691,25.1958,25.6603,26.0035,26.2192,26.3595,26.7542,27.1344,26.9758,26.68,27.0815,25.3272,21.2451,18.0042,14.8408,12.9385,12.9093,12.3582,11.7985,11.0844,10.192,10.7916,10.8562,11.1998,11.398,11.6722,12.3735,12.8897,12.2587,11.5344,12.592,12.0843,12.0604,11.8351,11.6907,11.9636,11.9908,11.8694,12.4379,12.2527,11.649,11.8645,11.0835,10.9575,
"Macao SAR, China",MAC,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.3322,0.333,0.3514,0.4175,0.5058,0.4229,0.4166,0.4383,0.4349,0.4667,0.5016,0.4827,0.5055,0.6862,0.6675,0.6095,0.7517,0.9214,0.9011,0.9231,1.007,1.0329,1.1667,1.2939,1.4122,1.282,1.4771,1.5693,1.7248,1.8194,1.5398,1.6504,1.8069,1.8315,2.1158,2.1284,2.1176,2.0136,1.6789,1.7784,1.8002,1.771,1.8277,1.8973,2.1743,2.8576,2.7256,3.2941,2.6016,2.8049,2.9696,2.9057,3.0251,3.119,
St. Martin (French part),MAF,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,22.2488,22.9286,23.4018,24.8515,25.6526,26.6382,27.828,28.958,30.672,31.8958,33.1621,32.8398,31.5268,33.2274,33.1934,34.9721,36.8937,38.5143,39.1804,41.4793,42.4615,43.4123,44.9604,44.7604,47.6646,48.9668,49.398,51.8314,52.878,55.2284,56.6473,60.4812,62.0574,62.6072,68.4871,70.591,72.0129,72.9424,76.623,76.6485,80.5797,85.9723,88.7301,89.6545,91.1929,93.4703,93.8479,97.7911,99.8084,107.1149,103.1779,109.2833,106.4511,106.6022,
Monaco,MCO,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,23.3797,23.6052,24.8531,26.2884,27.6463,29.3988,30.2265,30.8927,32.0147,32.7366,33.9144,33.8449,34.234,34.5464,34.8855,35.1583,36.0249,36.8362,37.035,36.9488,37.3844,30.9021,25.3032,21.6034,18.5439,16.5045,14.6326,13.2851,12.0502,10.5748,9.8719,10.0626,10.2929,10.879,10.8833,11.2145,11.0274,10.8914,10.5579,10.3836,11.4575,11.6608,11.2834,10.7158,11.2748,11.5594,11.8407,11.8668,12.5595,12.6189,12.3107,13.2056,12.9547,13.5424,
Madagascar,MDG,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,20.256,19.2704,19.695,20.1024,20.4224,20.7229,20.6772,21.5306,22.7494,22.8466,23.5623,23.4943,23.6566,23.6427,23.8923,23.5867,23.6324,23.397,23.5399,23.4897,23.9213,23.9486,24.251,24.7464,24.3513,24.8322,24.8683,25.0953,25.5374,25.6754,25.8489,23.8863,22.1062,23.1126,23.6701,26.0894,26.3651,26.9349,27.4168,27.7255,28.3,28.4361,29.7052,29.1238,30.6556,31.024,31.0866,31.5968,30.3166,32.2725,31.7288,33.0135,33.2947,33.1508,
Maldives,MDV,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.021,0.0221,0.0238,0.0274,0.0314,0.0302,0.0313,0.0332,0.0347,0.0371,0.0397,0.0411,0.0423,0.044,0.0828,0.0901,0.0912,0.1001,0.1161,0.1136,0.1357,0.1399,0.151,0.1722,0.325,0.3902,0.3984,0.3617,0.4051,0.4068,0.7033,0.6298,0.7554,0.653,0.8223,0.7694,0.9303,0.9778,1.064,1.0967,1.1735,1.2691,1.58,1.7655,2.3544,1.74,1.8923,1.9995,2.3034,2.6566,2.7028,2.8326,2.9865,3.088,
Middle East & North Africa,MEA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,964.1504,991.9778,1049.6215,1171.7825,1134.5129,1146.46,1232.3563,1259.0197,1291.5174,1326.8541,1243.5198,1106.1596,1148.9637,1190.2994,1197.4943,1241.5456,1288.2646,1358.9414,1441.5551,1530.3086,1544.5132,1546.0923,1633.1375,1711.3615,1815.9019,1856.9987,1919.0961,1993.4413,1984.1392,2039.5451,2148.5096,2195.8997,2236.0639,2358.9634,2461.4353,2600.4967,2726.0552,2797.462,2930.551,2996.5614,3120.4618,3179.0083,3335.0542,3381.216,3467.3543,3524.7504,3641.5892,3712.7575,3705.4786,3755.248,3638.9024,3799.7756,3926.5638,4000.1437,
Mexico,MEX,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,205.603,207.2077,221.0798,232.9875,252.4157,266.4649,281.7221,291.445,316.6531,332.2612,362.141,387.4349,410.7801,396.2997,402.8381,416.4046,413.813,426.0817,424.7876,443.7206,440.315,458.2198,460.847,474.6138,501.0302,481.9864,501.9572,527.9301,554.6058,541.5354,566.0488,562.5108,568.7324,592.9149,602.5464,624.4907,646.1081,658.3547,664.5563,652.8547,669.9983,683.0389,700.4747,693.1956,682.594,692.7282,703.1609,709.4146,687.0188,698.1748,643.8809,670.5528,687.5441,712.1021,
Marshall Islands,MHL,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,,,,,,,,,,,0.0009,0.0009,0.001,0.001,0.0011,0.0011,0.0012,0.0012,0.0013,0.0013,0.0014,0.0014,0.0015,0.0016,0.0016,0.0017,0.0018,0.0019,0.002,0.0021,0.0021,0.0022,0.0022,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0024,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0026,0.0028,0.003,0.003,0.0029,0.0028,0.0027,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0027,0.0027,
